node_id,lat,lon,junction_complexity
249099144,12.950508,77.5960685,4
249099146,12.9509154,77.595662,4
249099153,12.9463025,77.5958166,3
249099273,12.9478419,77.5977348,4
249099378,12.9460692,77.6025602,4
249099379,12.9468013,77.6005549,4
249099486,12.9477339,77.6008514,4
249100208,12.9424727,77.6011464,3
249100421,12.9434979,77.6007693,3
249100722,12.9510225,77.5974113,3
249100766,12.9538403,77.5941885,3
249126179,12.9548414,77.5815567,4
249126184,12.9525362,77.5807583,3
249126192,12.9510342,77.5803485,3
249126194,12.9505578,77.5803268,3
249126372,12.9454257,77.5952487,3
249127527,12.9412931,77.5931754,4
249127574,12.9421549,77.5912092,3
249127672,12.942449,77.5912205,3
249127719,12.9421824,77.5940091,3
249127739,12.9435356,77.5910447,4
249127804,12.9440225,77.5945712,3
249127868,12.9436689,77.5947109,3
249128167,12.9471422,77.5921157,3
249128462,12.9412989,77.5921277,1
249129969,12.9474005,77.5941403,3
249130915,12.9409024,77.5927868,2
249131393,12.9461792,77.5879768,4
249131417,12.9457613,77.5881449,3
249131758,12.9443303,77.5887077,3
249132088,12.9454767,77.5882403,4
249132118,12.9437428,77.5870562,4
249134640,12.9560201,77.5921615,3
249134829,12.9580823,77.5898443,3
249135831,12.9592607,77.5858789,3
249135946,12.9581908,77.5845976,4
249136144,12.9580275,77.5852417,3
249136163,12.9559678,77.5844442,3
249136557,12.9579723,77.5816979,3
249136711,12.960305,77.5863801,3
249136817,12.9611918,77.58657,3
249136818,12.9600611,77.5875086,3
249136852,12.9614969,77.5812671,3
249137063,12.962694,77.578581,4
249137167,12.9633773,77.5820032,3
249137187,12.9623575,77.5785544,4
249137210,12.9622011,77.5785271,3
249137276,12.9619041,77.5796723,3
249137279,12.9606158,77.583119,3
249137280,12.9617872,77.579655,3
249137281,12.9611007,77.5810413,4
249137282,12.9601684,77.5828743,3
249137285,12.9611654,77.579633,3
249137286,12.9606118,77.5807929,4
249137288,12.9596498,77.582591,3
249137297,12.9604052,77.5798549,4
249137299,12.95915,77.5823327,4
249137379,12.9596078,77.580188,4
249137381,12.9586754,77.582076,3
249137494,12.9615711,77.5796219,3
249137511,12.961734,77.5804858,3
249137583,12.9629887,77.57976,4
249137585,12.9628033,77.5819381,4
249137586,12.9627937,77.5823645,3
249137627,12.9635858,77.5839324,3
249137655,12.9633736,77.582361,3
249137814,12.9626979,77.584046,3
249137816,12.9623547,77.5823844,4
249137930,12.9588831,77.5801354,4
249137934,12.955309,77.5796251,3
249137940,12.9570563,77.5804509,4
249137943,12.9552686,77.5798593,3
249137998,12.9567516,77.5814713,3
249138001,12.9583035,77.5811662,3
249138003,12.9580609,77.5815397,3
249138214,12.9575002,77.5780079,1
249138305,12.9595527,77.5792303,3
249138996,12.9563048,77.5836937,3
249140778,12.9490798,77.5933165,3
249141441,12.95502,77.5781569,3
249141449,12.9541373,77.5775536,3
249141479,12.953897,77.5773848,4
249141482,12.953662,77.5772182,3
249141483,12.9533257,77.5777086,3
249141536,12.9546403,77.5778844,3
249141556,12.9546582,77.5791549,3
249141557,12.95523,77.5783096,4
249141559,12.9562292,77.5775921,3
249141569,12.9543913,77.5777043,3
249141649,12.9523321,77.5787211,4
249141660,12.9523377,77.5792918,4
249141662,12.9535399,77.577931,4
249141663,12.9523241,77.5779523,4
249141664,12.9507815,77.5779743,4
249141674,12.9523449,77.5799778,3
249141675,12.9523166,77.5771409,3
249141679,12.9534795,77.5799851,3
249141697,12.9542654,77.5799901,3
249141698,12.9542428,77.5786926,4
249142489,12.9524334,77.5814724,3
249142762,12.9504656,77.5803303,3
249142781,12.9499453,77.580213,3
249143038,12.9505646,77.5793162,4
249143039,12.9490514,77.5793296,3
249143049,12.949041,77.5779864,3
249143197,12.9512025,77.5767739,4
249143274,12.9501035,77.5767743,3
249143275,12.9490094,77.5758929,3
249143297,12.9489856,77.5742126,4
249143359,12.9500232,77.5744932,3
249143392,12.9508025,77.5744698,4
249143413,12.9522886,77.5764888,3
249143453,12.9492864,77.5744801,3
249143603,12.9564976,77.5763222,5
249143636,12.9530926,77.5753205,4
249143751,12.9592628,77.5763246,3
249144158,12.9583291,77.577609,3
249144159,12.9583469,77.5763267,3
249144294,12.9584929,77.5776314,3
249144295,12.9588577,77.5763343,3
249144370,12.9646603,77.5746306,3
249144425,12.9580395,77.5930476,3
249144444,12.9599876,77.593651,3
249144453,12.962528,77.5911078,3
249144455,12.9624304,77.5917569,3
249144490,12.9621117,77.5938746,3
249145275,12.9582187,77.5899913,3
249145483,12.9621386,77.5932282,3
249261032,12.9393751,77.5860386,3
249261079,12.9415976,77.5889513,1
249261141,12.9392111,77.5873855,4
249262004,12.9361174,77.5927038,3
249262057,12.9366177,77.5859374,3
249262177,12.9432013,77.5828451,3
249262191,12.9427542,77.5851557,3
249262246,12.9421171,77.5828294,4
249262255,12.9411622,77.5827401,4
249262271,12.9398376,77.5828199,4
249262274,12.9431171,77.5819305,3
249262281,12.9425922,77.5828685,3
249262376,12.9416233,77.5819068,3
249262377,12.9416135,77.5827402,4
249262384,12.941187,77.5818999,3
249262436,12.9407294,77.5827633,4
249262576,12.943633,77.5814069,4
249262580,12.9393911,77.580109,4
249262581,12.9393949,77.5818715,4
249262585,12.9385666,77.5801124,3
249262610,12.9374911,77.5801169,3
249584705,12.9589132,77.571392,3
249584708,12.9589001,77.5709541,3
249584711,12.9588916,77.5706663,3
249585006,12.9592169,77.5673109,4
249585009,12.9601231,77.5694437,3
249585011,12.9584481,77.5695401,3
249585012,12.9583809,77.5673446,4
249585046,12.9575841,77.5695895,4
249585059,12.9599504,77.5644669,3
249585132,12.9582993,77.5645127,4
249585135,12.9574853,77.5659488,4
249585136,12.957449,77.5645334,4
249585137,12.9591445,77.5644893,4
249585138,12.9591116,77.5632999,4
249585140,12.9582759,77.5633264,4
249585149,12.9574188,77.5633536,4
249585237,12.9582362,77.5620842,4
249585240,12.9590721,77.5620586,4
249585248,12.9582068,77.5608103,4
249585284,12.957387,77.5621102,4
249585285,12.9573542,77.5608291,4
249585289,12.9590397,77.5607919,4
249585290,12.9590127,77.559234,3
249585356,12.958708,77.5645014,4
249585357,12.958551,77.5592399,3
249585470,12.9580466,77.5695628,4
249585471,12.9577693,77.5608199,4
249585478,12.9598674,77.5607736,4
249585479,12.9598864,77.5620337,3
249585480,12.960799,77.5644365,3
249585483,12.9607995,77.5632581,4
249585484,12.9607728,77.5620196,4
249585486,12.9607527,77.5607541,4
249585502,12.9610125,77.5591727,4
249585504,12.9582747,77.5592435,3
249585508,12.9577595,77.5592502,4
249585513,12.9573138,77.5592559,4
249585932,12.9595044,77.5620454,4
